frame_number,landmark,x,y,z
0,NOSE,0.5032675862312317,0.7843142747879028,-0.5491693019866943
0,LEFT_EYE_INNER,0.48538947105407715,0.798339307308197,-0.5619614124298096
0,LEFT_EYE,0.47299978137016296,0.7984763979911804,-0.5620926022529602
0,LEFT_EYE_OUTER,0.4610084295272827,0.7983852624893188,-0.562269389629364
0,RIGHT_EYE_INNER,0.5117180347442627,0.7969915270805359,-0.5134679079055786
0,RIGHT_EYE,0.5174581408500671,0.7963463068008423,-0.5133004784584045
0,RIGHT_EYE_OUTER,0.5237466096878052,0.795581579208374,-0.5133534669876099
0,LEFT_EAR,0.43556731939315796,0.7910349369049072,-0.4884127676486969
0,RIGHT_EAR,0.5160088539123535,0.7884841561317444,-0.2725357413291931
0,MOUTH_LEFT,0.47449368238449097,0.7670933604240417,-0.5135282874107361
0,MOUTH_RIGHT,0.5079063177108765,0.7663900256156921,-0.45151329040527344
0,LEFT_SHOULDER,0.3727201819419861,0.7058247923851013,-0.5996978282928467
0,RIGHT_SHOULDER,0.5071169137954712,0.7004197239875793,0.0711384192109108
0,LEFT_ELBOW,0.376936674118042,0.5708539485931396,-0.5474874973297119
0,RIGHT_ELBOW,0.5285545587539673,0.5920481085777283,0.19577232003211975
0,LEFT_WRIST,0.43848320841789246,0.462298184633255,-0.40912747383117676
0,RIGHT_WRIST,0.5483848452568054,0.5110628008842468,0.05171497166156769
0,LEFT_PINKY,0.4522288143634796,0.43046924471855164,-0.44607865810394287
0,RIGHT_PINKY,0.5524045825004578,0.4827645719051361,0.03140983730554581
0,LEFT_INDEX,0.47277721762657166,0.4356149435043335,-0.4929945170879364
0,RIGHT_INDEX,0.5491591095924377,0.48321691155433655,-0.02748952992260456
0,LEFT_THUMB,0.4698246717453003,0.4487956762313843,-0.41645991802215576
0,RIGHT_THUMB,0.5422254800796509,0.49422481656074524,0.02031312696635723
0,LEFT_HIP,0.4250626564025879,0.47156986594200134,-0.2059958130121231
0,RIGHT_HIP,0.49756142497062683,0.4746204912662506,0.20567311346530914
0,LEFT_KNEE,0.4035533368587494,0.2992112934589386,-0.14525604248046875
0,RIGHT_KNEE,0.4965227544307709,0.3273354768753052,0.4176004230976105
0,LEFT_ANKLE,0.410112589597702,0.14874744415283203,0.013285980559885502
0,RIGHT_ANKLE,0.5053674578666687,0.20644794404506683,0.7345809936523438
0,LEFT_HEEL,0.38460516929626465,0.11941587924957275,0.0117556257173419
0,RIGHT_HEEL,0.4899636209011078,0.18792329728603363,0.7511812448501587
